Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
1272	84	0.501667	0.506333	0.517333	0.548	0.686667	0
1272	85	0.501667	0.507	0.516667	0.549667	0.686	0
1272	86	0.501333	0.507333	0.519333	0.549333	0.688667	0
1272	87	0.501333	0.506667	0.518	0.550333	0.688333	0
1272	88	0.502	0.507333	0.519667	0.548667	0.689	0
1272	89	0.501667	0.507333	0.519333	0.546333	0.685667	0
1272	90	0.502	0.507	0.518667	0.547	0.687	0
1272	91	0.502667	0.506667	0.519667	0.546333	0.688333	0
1272	92	0.503	0.507	0.518667	0.546667	0.689	0
1272	93	0.503333	0.507667	0.517667	0.546333	0.687333	0
1272	94	0.504	0.507667	0.518333	0.545667	0.688667	0
1272	95	0.503333	0.508667	0.518333	0.545333	0.687333	0
1272	96	0.503	0.507667	0.518333	0.546	0.689333	1
1272	97	0.502333	0.507333	0.518667	0.545667	0.688	0
1272	98	0.502667	0.507333	0.519	0.546	0.689333	0
1272	99	0.503333	0.506667	0.518333	0.547333	0.688333	0
1272	100	0.501333	0.508667	0.519333	0.547	0.688667	0
1273	1	0.502333	0.506	0.518667	0.54	0.684	0
1273	2	0.501333	0.507333	0.516	0.541667	0.676333	0
1273	3	0.502333	0.507	0.517	0.540333	0.685	0
1273	4	0.502333	0.508667	0.517	0.539667	0.684	0
1273	5	0.502333	0.508333	0.517	0.542333	0.687667	0
1273	6	0.502667	0.507667	0.517333	0.543333	0.688	0
1273	7	0.503	0.506667	0.517667	0.541333	0.689333	0
1273	8	0.502667	0.507	0.517667	0.541333	0.689667	0
1273	9	0.501667	0.507	0.52	0.541333	0.685667	0
1273	10	0.503333	0.507667	0.516667	0.54	0.685	0
1273	11	0.501667	0.506333	0.518	0.542333	0.686	0
1273	12	0.502333	0.507667	0.518	0.537333	0.672	0
1273	13	0.500667	0.507667	0.518333	0.54	0.678667	0
1273	14	0.501	0.509	0.518667	0.542	0.680333	0
1273	15	0.502667	0.505333	0.518667	0.539333	0.683333	0
1273	16	0.501667	0.505333	0.518	0.541	0.678	0
1273	17	0.502	0.505667	0.518	0.540333	0.678333	0
1273	18	0.501333	0.505333	0.520667	0.540333	0.683333	0
1273	19	0.501667	0.506333	0.519333	0.541	0.684667	0
1273	20	0.501333	0.506	0.521	0.542	0.685667	0
1273	21	0.502	0.507	0.517	0.538667	0.680667	0
1273	22	0.501333	0.507	0.516333	0.540333	0.680667	0
1273	23	0.501	0.506333	0.516667	0.538333	0.678	0
1273	24	0.502	0.506667	0.516333	0.539333	0.682667	0
1273	25	0.503	0.507667	0.517333	0.539667	0.685333	0
1273	26	0.502333	0.507667	0.518	0.541	0.69	0
1273	27	0.502333	0.507	0.519	0.541333	0.69	0
1273	28	0.502667	0.507333	0.518	0.54	0.687667	1
1273	29	0.502	0.505333	0.519	0.541	0.683333	0
1273	30	0.502333	0.505	0.520667	0.540333	0.686667	0
1273	31	0.502	0.505667	0.517	0.540333	0.676667	0
1273	32	0.502	0.505667	0.517667	0.54	0.677667	0
1273	33	0.502667	0.506	0.517667	0.54	0.678	0
1273	34	0.501667	0.507667	0.517	0.540667	0.682	0
1273	35	0.501333	0.506667	0.516333	0.542333	0.679333	0
1273	36	0.501333	0.508333	0.515667	0.542	0.677	0
1273	37	0.501667	0.507667	0.516	0.542	0.677	0
1273	38	0.502333	0.507	0.516667	0.540667	0.685667	0
1273	39	0.501667	0.506667	0.517333	0.540333	0.682333	0
1273	40	0.501667	0.506667	0.518333	0.541	0.682667	0
1273	41	0.503333	0.508	0.517	0.542333	0.687	0
1273	42	0.502	0.508667	0.517667	0.542	0.687667	0
1273	43	0.501667	0.508333	0.518	0.542667	0.687	0
1273	44	0.501667	0.508667	0.517667	0.542667	0.687333	0
1273	45	0.503	0.508	0.517	0.54	0.685667	0
1273	46	0.503333	0.507333	0.517	0.54	0.684333	0
1273	47	0.501667	0.507333	0.519333	0.543333	0.687667	0
1273	48	0.501333	0.506667	0.518667	0.543	0.687	0
1273	49	0.502667	0.506	0.519333	0.543333	0.686	0
1273	50	0.501667	0.507	0.518	0.543333	0.686333	0
1273	51	0.501667	0.507	0.518	0.544333	0.686667	0
1273	52	0.501	0.507	0.518333	0.543333	0.686667	0
1273	53	0.501333	0.506333	0.519	0.544	0.685333	0
1273	54	0.501667	0.506333	0.517333	0.542	0.684333	0
1273	55	0.501333	0.505	0.517333	0.540667	0.677667	0
1273	56	0.503	0.505667	0.517333	0.543	0.681	0
1273	57	0.502333	0.506	0.517667	0.542	0.680667	0
1273	58	0.502	0.505667	0.523333	0.539333	0.678667	0
1273	59	0.502	0.506333	0.523	0.539	0.681333	0
1273	60	0.502333	0.506667	0.522667	0.538333	0.680667	0
1273	61	0.502	0.506333	0.523	0.54	0.683333	0
1273	62	0.502333	0.507333	0.518667	0.537667	0.672	0
1273	63	0.500667	0.509	0.517333	0.542	0.678	0
1273	64	0.500667	0.508667	0.517333	0.541	0.676667	0
1273	65	0.500667	0.507333	0.518	0.539667	0.677	0
1273	66	0.501	0.507	0.518333	0.541	0.678667	0
1273	67	0.501	0.506333	0.518667	0.545	0.683333	0
1273	68	0.501667	0.506	0.518333	0.542	0.682333	0
1273	69	0.501333	0.506333	0.517333	0.542	0.681667	0
1273	70	0.501333	0.506667	0.517333	0.542667	0.685	0
1273	71	0.501333	0.507	0.517	0.543	0.684667	0
1273	72	0.501333	0.506333	0.516667	0.543	0.683667	0
1273	73	0.502333	0.505333	0.518667	0.540667	0.685	0
1273	74	0.502	0.506	0.518	0.540333	0.682	0
1273	75	0.502667	0.505667	0.518333	0.541333	0.684333	0
1273	76	0.501333	0.505667	0.519	0.540667	0.684	0
1273	77	0.502	0.505667	0.519333	0.542	0.685667	0
1273	78	0.502	0.505667	0.518667	0.540333	0.681	0
1273	79	0.502	0.505667	0.521	0.542	0.688	0
1273	80	0.503	0.505	0.520333	0.541333	0.686667	0
1273	81	0.502	0.505	0.519333	0.541	0.678333	0
1273	82	0.501333	0.506	0.521333	0.541	0.684667	0
1273	83	0.501333	0.505	0.522	0.540333	0.683	0
1273	84	0.501	0.506	0.52	0.541333	0.682667	0
1273	85	0.501	0.505333	0.522667	0.541333	0.682333	0
1273	86	0.501333	0.506667	0.520667	0.542	0.685333	0
1273	87	0.501	0.506667	0.521333	0.542	0.686	0
1273	88	0.501	0.506	0.521667	0.542	0.685667	0
1273	89	0.502	0.507	0.52	0.54	0.684333	0
1273	90	0.501667	0.507	0.517	0.539	0.68	0
1273	91	0.502	0.506667	0.516667	0.538667	0.68	0
1273	92	0.501333	0.507333	0.517333	0.54	0.680667	0
1273	93	0.501	0.506667	0.517667	0.539333	0.678333	0
1273	94	0.501333	0.506667	0.516333	0.538333	0.677333	0
1273	95	0.501667	0.507	0.516667	0.541333	0.684333	0
1273	96	0.502667	0.507667	0.517667	0.54	0.685	0
1273	97	0.502333	0.506667	0.517	0.541667	0.683	0
1273	98	0.501667	0.506333	0.516667	0.539333	0.681667	0
1273	99	0.501667	0.507	0.516333	0.539333	0.679333	0
1273	100	0.502667	0.508	0.517333	0.541667	0.689	0
1274	1	0.501667	0.506667	0.516667	0.542333	0.675667	0
1274	2	0.501667	0.506333	0.517667	0.542	0.677	0
1274	3	0.502	0.505667	0.517333	0.542	0.675333	0
1274	4	0.502667	0.506667	0.516	0.539333	0.674	0
1274	5	0.502667	0.506667	0.516333	0.539	0.672	0
1274	6	0.502333	0.508	0.518333	0.542333	0.681333	0
1274	7	0.502	0.507667	0.519667	0.542333	0.683333	0
1274	8	0.502667	0.508	0.518667	0.541333	0.682333	0
1274	9	0.502667	0.507	0.519333	0.542	0.683	0
1274	10	0.502333	0.507333	0.519	0.541333	0.682333	0
1274	11	0.503333	0.507	0.517333	0.542667	0.681	0
1274	12	0.504	0.506333	0.517333	0.542333	0.681	0
1274	13	0.503333	0.506667	0.519333	0.54	0.68	0
1274	14	0.503667	0.507333	0.518	0.542667	0.682333	0
1274	15	0.503667	0.506667	0.518	0.541333	0.681667	0
1274	16	0.503667	0.506333	0.518667	0.540667	0.680667	0
1274	17	0.502	0.506	0.517667	0.541	0.681	0
1274	18	0.503333	0.506667	0.516667	0.542	0.677667	0
1274	19	0.502333	0.505667	0.517	0.542	0.676667	0
1274	20	0.503	0.506333	0.517	0.54	0.676667	0
1274	21	0.502333	0.506333	0.517	0.540667	0.677667	0
1274	22	0.502	0.506	0.516667	0.541	0.677	0
1274	23	0.502667	0.505667	0.518667	0.540667	0.678667	0
1274	24	0.502333	0.506	0.518333	0.54	0.676	0
1274	25	0.503333	0.505667	0.518	0.54	0.675333	0
1274	26	0.502667	0.506	0.517333	0.541	0.679333	0
1274	27	0.503333	0.506333	0.518333	0.542	0.682	0
1274	28	0.502333	0.505667	0.517667	0.542333	0.679	0
1274	29	0.502	0.507333	0.517333	0.540667	0.678333	0
1274	30	0.501667	0.506667	0.518	0.540667	0.678	0
1274	31	0.502	0.505667	0.517667	0.543	0.681333	0
1274	32	0.502333	0.506333	0.517	0.541333	0.680667	0
1274	33	0.502667	0.506333	0.518	0.542333	0.681333	0
1274	34	0.501	0.506667	0.516	0.539	0.666333	0
1274	35	0.501	0.505667	0.516667	0.540667	0.666667	0
1274	36	0.501	0.506	0.516	0.54	0.668333	0
1274	37	0.501333	0.505667	0.517667	0.538667	0.665667	0
1274	38	0.501333	0.505667	0.517333	0.538333	0.664333	0
1274	39	0.501	0.505333	0.516	0.539333	0.664667	0
1274	40	0.501	0.507333	0.516333	0.541333	0.670667	0
1274	41	0.501333	0.505333	0.515667	0.540667	0.667	0
1274	42	0.501333	0.507333	0.518	0.542	0.674667	0
1274	43	0.502	0.506333	0.515667	0.54	0.672333	0
1274	44	0.501667	0.506333	0.517	0.539333	0.671333	0
1274	45	0.501667	0.508	0.517	0.540333	0.673333	0
1274	46	0.501333	0.507	0.517333	0.539	0.671333	0
1274	47	0.501667	0.506667	0.516667	0.539	0.671667	0
1274	48	0.501333	0.506667	0.516667	0.540333	0.672667	0
1274	49	0.501	0.506333	0.517333	0.540333	0.672	0
1274	50	0.501333	0.507667	0.516667	0.537333	0.668	0
1274	51	0.501333	0.508	0.517667	0.538	0.669667	0
1274	52	0.502	0.507333	0.517333	0.537	0.666	0
1274	53	0.501667	0.508333	0.516333	0.537	0.666	0
1274	54	0.502333	0.507667	0.516333	0.537	0.666333	0
1274	55	0.503333	0.507333	0.517333	0.538	0.672667	0
1274	56	0.503667	0.507	0.517667	0.537	0.670667	0
1274	57	0.503667	0.507	0.517333	0.538	0.671333	0
1274	58	0.503333	0.507	0.519667	0.538333	0.676667	0
1274	59	0.503	0.506667	0.518333	0.538	0.676	0
1274	60	0.503	0.508	0.519	0.537333	0.673333	0
1274	61	0.502333	0.508	0.518667	0.538667	0.673333	0
1274	62	0.502667	0.506667	0.517667	0.539333	0.676667	0
1274	63	0.503	0.507333	0.517333	0.538333	0.675667	0
1274	64	0.503667	0.508	0.517	0.538333	0.675333	0
1274	65	0.503333	0.508	0.517333	0.539333	0.676667	0
1274	66	0.502667	0.508	0.516333	0.539333	0.676333	0
1274	67	0.503	0.507667	0.517	0.539	0.676	0
1274	68	0.502667	0.507667	0.517333	0.539333	0.674333	0
1274	69	0.502667	0.507333	0.517667	0.538	0.677	0
1274	70	0.502333	0.507333	0.519333	0.539	0.678	0
1274	71	0.502667	0.508333	0.517333	0.538	0.674667	0
1274	72	0.502667	0.505333	0.515	0.539333	0.668	0
1274	73	0.502	0.506	0.515	0.541333	0.670667	0
1274	74	0.502667	0.506333	0.514333	0.540333	0.670667	0
1274	75	0.502333	0.507	0.515	0.541	0.672333	0
1274	76	0.501667	0.506667	0.515	0.54	0.671333	0
1274	77	0.502	0.507333	0.516333	0.541	0.673333	0
1274	78	0.501667	0.506	0.515333	0.538	0.671	0
1274	79	0.501333	0.506	0.516667	0.539333	0.669667	0
1274	80	0.501667	0.505667	0.515	0.538333	0.669333	0
1274	81	0.502	0.506667	0.514333	0.538667	0.668333	0
1274	82	0.502667	0.506	0.518333	0.548	0.683333	0
1274	83	0.502333	0.506667	0.518	0.547667	0.684333	0
1274	84	0.502	0.506667	0.517667	0.55	0.684	0
1274	85	0.502333	0.508	0.516333	0.543	0.681667	0
1274	86	0.502667	0.508333	0.517	0.543333	0.683	0
1274	87	0.502667	0.509	0.516333	0.542667	0.682667	0
1274	88	0.503333	0.508333	0.517	0.542667	0.683333	0
1274	89	0.503667	0.508333	0.517	0.542667	0.684	0
1274	90	0.502333	0.507667	0.517333	0.543	0.683	0
1274	91	0.502	0.508	0.517333	0.543	0.683	0
1274	92	0.501667	0.507667	0.517333	0.544667	0.682667	0
1274	93	0.502	0.507	0.517	0.545333	0.683667	0
1274	94	0.502	0.507	0.516667	0.544	0.683333	0
1274	95	0.502333	0.509333	0.518	0.545333	0.688	0
1274	96	0.502333	0.507333	0.517667	0.543667	0.685667	1
1274	97	0.502667	0.508333	0.517	0.544	0.686	0
1274	98	0.502	0.508667	0.517333	0.545333	0.686667	0
1274	99	0.502	0.508	0.518	0.545333	0.687	0
1274	100	0.502333	0.507667	0.517667	0.547667	0.688	0
1275	1	0.502	0.509667	0.516	0.539333	0.667	0
1275	2	0.502	0.509333	0.516	0.540667	0.667	0
1275	3	0.501667	0.509667	0.516	0.539667	0.666333	0
1275	4	0.502	0.508667	0.517	0.542333	0.668	0
1275	5	0.501333	0.508	0.516333	0.541	0.666333	0
1275	6	0.501333	0.508333	0.517	0.539667	0.667	0
1275	7	0.502	0.507667	0.516333	0.539667	0.666667	0
1275	8	0.501	0.509667	0.517	0.539667	0.665	0
1275	9	0.500667	0.510333	0.517333	0.539333	0.666333	0
1275	10	0.501	0.510667	0.517	0.539667	0.665333	0
1275	11	0.501	0.510333	0.517	0.538333	0.664667	0
1275	12	0.501333	0.51	0.517333	0.538667	0.666	0
1275	13	0.501	0.510333	0.518	0.538667	0.666333	0
1275	14	0.501	0.51	0.518333	0.539667	0.667	0
1275	15	0.500667	0.508333	0.516333	0.538333	0.663333	0
1275	16	0.503	0.509	0.522333	0.549667	0.698333	0
1275	17	0.502333	0.509333	0.523	0.548667	0.697667	0
1275	18	0.502667	0.509	0.521333	0.549667	0.695	0
1275	19	0.501667	0.509667	0.522667	0.549333	0.696333	0
1275	20	0.502333	0.509	0.521667	0.549667	0.695667	0
1275	21	0.501667	0.508667	0.522	0.550333	0.697667	0
1275	22	0.502333	0.508333	0.521	0.55	0.698333	1
1275	23	0.502333	0.508667	0.522	0.552	0.699	0
1275	24	0.503333	0.510333	0.523	0.550333	0.700667	0
1275	25	0.503	0.510333	0.522333	0.55	0.699	0
1275	26	0.501667	0.510333	0.522667	0.549	0.696667	0
1275	27	0.501333	0.511667	0.521667	0.549	0.694333	0
1275	28	0.501667	0.511667	0.521667	0.550667	0.695667	0
1275	29	0.501667	0.510667	0.521333	0.549333	0.694667	0
1275	30	0.502	0.509	0.522667	0.549333	0.695333	0
1275	31	0.501667	0.508667	0.522667	0.549667	0.694667	0
1275	32	0.502	0.51	0.521667	0.549667	0.694	0
1275	33	0.501667	0.508333	0.523333	0.55	0.694333	0
1275	34	0.502333	0.508333	0.521333	0.549	0.692	0
1275	35	0.502	0.508667	0.521667	0.549	0.693333	0
1275	36	0.502667	0.508667	0.523	0.549	0.693667	0
1275	37	0.502333	0.509333	0.521667	0.548667	0.693667	0
1275	38	0.503667	0.511	0.523333	0.547667	0.692333	0
1275	39	0.503333	0.51	0.522333	0.547667	0.691667	0
1275	40	0.504	0.508667	0.521667	0.547333	0.691667	0
1275	41	0.503	0.509	0.521333	0.548333	0.691667	0
1275	42	0.503333	0.509667	0.521333	0.548333	0.693333	0
1275	43	0.503333	0.511333	0.521333	0.550667	0.699	0
1275	44	0.502	0.509667	0.522	0.550333	0.698667	0
1275	45	0.502	0.509667	0.521667	0.550333	0.698333	0
1275	46	0.502333	0.510333	0.522333	0.551333	0.700667	0
1275	47	0.502333	0.510333	0.522667	0.55	0.700333	0
1275	48	0.503	0.510667	0.523	0.553	0.701	0
1275	49	0.501	0.505667	0.52	0.550333	0.685	0
1275	50	0.501667	0.505667	0.521667	0.547667	0.687	0
1275	51	0.501333	0.505667	0.522	0.548667	0.687	0
1275	52	0.501667	0.505333	0.521333	0.547667	0.685333	0
1275	53	0.501333	0.506	0.521	0.548	0.686	0
1275	54	0.501667	0.506	0.52	0.549	0.686333	0
1275	55	0.502	0.505333	0.521	0.548667	0.684333	0
1275	56	0.501333	0.505333	0.523333	0.547667	0.683667	0
1275	57	0.501667	0.505333	0.522	0.548	0.685667	0
1275	58	0.502	0.505667	0.520667	0.549333	0.687	0
1275	59	0.501667	0.505667	0.520333	0.546	0.679333	0
1275	60	0.502667	0.505	0.521	0.547	0.680333	0
1275	61	0.502	0.505667	0.521	0.545667	0.682333	0
1275	62	0.504	0.506	0.521667	0.547667	0.689667	0
1275	63	0.503	0.506	0.519	0.547	0.684333	0
1275	64	0.502667	0.505667	0.518667	0.546	0.682667	0
1275	65	0.503333	0.505667	0.519667	0.546667	0.683333	0
1275	66	0.503333	0.506667	0.520667	0.546	0.683667	0
1275	67	0.502667	0.506	0.52	0.546667	0.683667	0
1275	68	0.503	0.507333	0.518333	0.546333	0.682	0
1275	69	0.503	0.508333	0.518	0.545	0.682333	0
1275	70	0.501333	0.506	0.520667	0.546333	0.68	0
1275	71	0.501333	0.506333	0.519667	0.546	0.678667	0
1275	72	0.501333	0.506333	0.519667	0.546667	0.679	0
1275	73	0.501333	0.506	0.52	0.546333	0.679333	0
1275	74	0.502	0.506	0.520333	0.546	0.680333	0
1275	75	0.502333	0.506333	0.518	0.547333	0.68	0
1275	76	0.502333	0.506	0.519	0.549333	0.682	0
1275	77	0.502333	0.506	0.518	0.547667	0.681	0
1275	78	0.502	0.506333	0.519333	0.545667	0.678667	0
1275	79	0.502333	0.506	0.519333	0.545333	0.677333	0
1275	80	0.502333	0.506	0.519333	0.545667	0.678667	0
1275	81	0.502333	0.506	0.519333	0.546333	0.680333	0
1275	82	0.502333	0.506333	0.52	0.546	0.681667	0
1275	83	0.503	0.506333	0.519333	0.545667	0.682333	0
1275	84	0.502333	0.507667	0.519333	0.544667	0.681667	0
1275	85	0.502333	0.507	0.518667	0.545667	0.683333	0
1275	86	0.502	0.507	0.518	0.544667	0.681333	0
1275	87	0.501333	0.508	0.518	0.546667	0.681	0
1275	88	0.501667	0.508	0.518333	0.546	0.680333	0
1275	89	0.502	0.506667	0.518333	0.546667	0.679	0
1275	90	0.501333	0.508333	0.519667	0.547333	0.687667	0
1275	91	0.501333	0.508333	0.519667	0.547667	0.688	0
1275	92	0.502	0.507	0.518667	0.547	0.687667	0
1275	93	0.501667	0.506333	0.518667	0.548333	0.686667	0
1275	94	0.502	0.506667	0.519333	0.547333	0.689667	0
1275	95	0.501667	0.507333	0.519333	0.547	0.686667	0
1275	96	0.501333	0.507	0.52	0.547333	0.686333	0
1275	97	0.501333	0.507667	0.52	0.547667	0.686667	0
1275	98	0.501667	0.506	0.520667	0.547	0.689	0
1275	99	0.502333	0.507667	0.519333	0.546667	0.689667	0
1275	100	0.501667	0.508333	0.523333	0.551	0.696667	0
1276	1	0.501	0.506333	0.517	0.543333	0.678667	0
1276	2	0.502333	0.506667	0.515667	0.549	0.696667	0
1276	3	0.501667	0.506667	0.517333	0.549667	0.698333	0
1276	4	0.501333	0.507	0.516333	0.55	0.696667	0
1276	5	0.501333	0.507	0.515667	0.549	0.695	0
1276	6	0.501333	0.504667	0.517	0.547333	0.693667	0
1276	7	0.502333	0.505667	0.519	0.548667	0.696667	0
1276	8	0.502	0.506	0.518	0.548	0.696333	0
1276	9	0.501667	0.505	0.519	0.548333	0.696	0
1276	10	0.501333	0.505	0.516333	0.548667	0.693333	0
1276	11	0.502333	0.505333	0.516333	0.548333	0.695	0
1276	12	0.501333	0.506	0.517	0.55	0.695	0
1276	13	0.501667	0.505	0.516	0.548667	0.694333	0
1276	14	0.501333	0.505333	0.516	0.548	0.694333	0
1276	15	0.501333	0.505333	0.516667	0.547333	0.693667	0
1276	16	0.501333	0.505333	0.516667	0.547	0.692333	0
1276	17	0.501	0.505667	0.516	0.547	0.693	0
1276	18	0.501333	0.505667	0.515667	0.547667	0.692333	0
1276	19	0.501667	0.506	0.517	0.547333	0.694667	0
1276	20	0.502	0.507	0.516667	0.547	0.694667	0
1276	21	0.501333	0.505	0.517	0.546667	0.690667	0
1276	22	0.502	0.506	0.516333	0.546667	0.690667	0
1276	23	0.501333	0.505333	0.517667	0.546	0.689667	0
1276	24	0.501	0.505667	0.517333	0.546667	0.689333	0
1276	25	0.501667	0.505	0.516667	0.546	0.687	0
1276	26	0.501	0.505	0.516	0.546	0.686333	0
1276	27	0.502	0.505	0.516	0.546333	0.686667	0
1276	28	0.501333	0.505333	0.516667	0.545333	0.683	0
1276	29	0.501	0.506	0.516667	0.545	0.684	0
1276	30	0.501333	0.505667	0.519	0.546	0.690333	0
1276	31	0.501	0.505	0.519333	0.545333	0.691	0
1276	32	0.502333	0.505333	0.52	0.545	0.69	0
1276	33	0.501	0.506	0.516333	0.545333	0.684333	0
1276	34	0.502	0.506667	0.516	0.544667	0.687667	0
1276	35	0.500667	0.505667	0.518333	0.545	0.685667	0
1276	36	0.500667	0.506333	0.519	0.544333	0.686	0
1276	37	0.502333	0.506333	0.515333	0.546667	0.683667	0
1276	38	0.502667	0.509	0.517	0.543667	0.692667	0
1276	39	0.503667	0.509667	0.516667	0.543	0.692333	0
1276	40	0.502	0.508	0.519	0.545667	0.698333	0
1276	41	0.502	0.506333	0.518667	0.546	0.697667	0
1276	42	0.502333	0.507333	0.52	0.545667	0.695	0
1276	43	0.502667	0.507333	0.519333	0.545333	0.695	0
1276	44	0.502667	0.506333	0.519	0.545	0.694	0
1276	45	0.502333	0.507	0.517	0.546	0.698667	1
1276	46	0.501667	0.507333	0.519333	0.546667	0.699	0
1276	47	0.501667	0.506667	0.519	0.546	0.697	0
1276	48	0.501333	0.506667	0.518	0.547	0.698667	0
1276	49	0.501333	0.506667	0.519333	0.546	0.698	0
1276	50	0.501333	0.507	0.519667	0.546667	0.699	0
1276	51	0.501667	0.507667	0.517333	0.549	0.698333	0
1276	52	0.501333	0.507333	0.517333	0.55	0.697667	0
1276	53	0.501333	0.506667	0.517667	0.547667	0.698667	0
1276	54	0.501667	0.506	0.518667	0.549	0.699333	0
1276	55	0.501667	0.506	0.518667	0.548667	0.698667	0
1276	56	0.502	0.507667	0.517667	0.546667	0.699333	0
1276	57	0.503333	0.508	0.516333	0.546667	0.694667	0
1276	58	0.502667	0.507667	0.516667	0.545667	0.694	0
1276	59	0.502	0.506	0.517	0.546	0.691667	0
1276	60	0.501333	0.506	0.518	0.545667	0.691333	0
1276	61	0.501667	0.506667	0.517	0.545333	0.689333	0
1276	62	0.501333	0.506667	0.516667	0.546	0.691667	0
1276	63	0.501333	0.505667	0.516	0.545333	0.688667	0
1276	64	0.502	0.505667	0.516	0.546	0.690333	0
1276	65	0.502333	0.506	0.516667	0.544667	0.689333	0
1276	66	0.501333	0.507667	0.517	0.544333	0.690667	0
1276	67	0.501667	0.507667	0.517333	0.544	0.689667	0
1276	68	0.501667	0.508333	0.518333	0.543667	0.690333	0
1276	69	0.502	0.507333	0.517333	0.544667	0.69	0
1276	70	0.501333	0.507667	0.518333	0.543667	0.689333	0
1276	71	0.501667	0.507333	0.516667	0.545667	0.691667	0
1276	72	0.502	0.506667	0.518	0.545333	0.691	0
1276	73	0.501	0.507	0.519667	0.544333	0.69	0
1276	74	0.501667	0.508333	0.517667	0.543667	0.688	0
1276	75	0.501667	0.507333	0.518	0.543667	0.687667	0
1276	76	0.501667	0.507333	0.517	0.543	0.684667	0
1276	77	0.501333	0.507667	0.517	0.543333	0.687	0
1276	78	0.501	0.506	0.517667	0.545	0.687	0
1276	79	0.501333	0.507	0.517	0.545667	0.69	0
1276	80	0.503333	0.506667	0.515333	0.547333	0.693333	0
1276	81	0.503667	0.506333	0.515333	0.547667	0.694333	0
1276	82	0.502	0.506	0.517333	0.548333	0.696667	0
1276	83	0.502	0.506667	0.516	0.547667	0.694	0
1276	84	0.502333	0.506333	0.516333	0.547667	0.696333	0
1276	85	0.502333	0.507	0.515667	0.547333	0.695333	0
1276	86	0.501667	0.507	0.516333	0.545667	0.690667	0
1276	87	0.501333	0.508	0.519667	0.55	0.7	0
1276	88	0.500667	0.508333	0.519667	0.551333	0.698333	0
1276	89	0.502	0.508333	0.517333	0.55	0.698667	0
1276	90	0.502	0.508333	0.517	0.549667	0.698333	0
1276	91	0.502	0.508	0.517	0.548333	0.697667	0
1276	92	0.502333	0.507333	0.517	0.552667	0.703	0
1276	93	0.502667	0.506667	0.518333	0.550667	0.701667	0
1276	94	0.502333	0.507	0.517333	0.551	0.702667	0
1276	95	0.503333	0.506	0.518667	0.550333	0.700333	0
1276	96	0.502667	0.506333	0.519	0.549667	0.700333	0
1276	97	0.503	0.506667	0.519667	0.551	0.702	0
1276	98	0.502667	0.508667	0.517667	0.548667	0.703333	0
1276	99	0.502333	0.507667	0.518	0.551	0.703667	0
1276	100	0.502333	0.51	0.519667	0.549667	0.704333	0
1277	1	0.503	0.506	0.516	0.539	0.677667	0
1277	2	0.502333	0.506333	0.516	0.540333	0.678667	0
1277	3	0.503	0.506	0.516667	0.539667	0.678667	0
1277	4	0.502	0.508	0.516	0.539667	0.679667	0
1277	5	0.502	0.507667	0.515667	0.539667	0.679	0
1277	6	0.503	0.507	0.515	0.539333	0.679667	0
1277	7	0.502333	0.507	0.515667	0.54	0.681333	0
1277	8	0.502	0.506667	0.516	0.540667	0.681333	0
1277	9	0.504333	0.508	0.516	0.539333	0.682333	0
1277	10	0.503333	0.506667	0.516	0.537333	0.676333	0
1277	11	0.503	0.506333	0.516	0.538	0.678	0
1277	12	0.503	0.507	0.514333	0.538333	0.679	0
1277	13	0.503333	0.507333	0.514667	0.538	0.677667	0
1277	14	0.502667	0.506333	0.515333	0.538333	0.677667	0
1277	15	0.503333	0.506	0.515667	0.540333	0.678	0
1277	16	0.502667	0.506	0.516	0.540667	0.677	0
1277	17	0.503333	0.507667	0.516	0.539333	0.680333	0
1277	18	0.503333	0.507667	0.517	0.538667	0.680667	0
1277	19	0.502667	0.506667	0.517333	0.540333	0.68	0
1277	20	0.503	0.506667	0.515333	0.538667	0.68	0
1277	21	0.503333	0.506667	0.515	0.539333	0.68	0
1277	22	0.502667	0.507333	0.513667	0.538333	0.677333	0
1277	23	0.503	0.507	0.514	0.538667	0.678	0
1277	24	0.503	0.506667	0.514333	0.538667	0.677333	0
1277	25	0.502667	0.507333	0.514	0.538333	0.677667	0
1277	26	0.502	0.506667	0.514333	0.54	0.675333	0
1277	27	0.502333	0.506667	0.514333	0.539	0.676667	0
1277	28	0.502667	0.506667	0.514667	0.540333	0.677333	0
1277	29	0.502667	0.507667	0.515	0.538	0.675	0
1277	30	0.502	0.506333	0.515667	0.538333	0.676	0
1277	31	0.503	0.507333	0.514667	0.538	0.677	0
1277	32	0.502667	0.507	0.514667	0.539333	0.679	0
1277	33	0.502667	0.507	0.515	0.540333	0.680333	0
1277	34	0.503	0.506667	0.514667	0.538333	0.678	0
1277	35	0.502333	0.506333	0.517333	0.542	0.68	0
1277	36	0.503	0.505667	0.515667	0.541	0.677333	0
1277	37	0.502667	0.505333	0.516	0.541333	0.679	0
1277	38	0.502	0.506667	0.515333	0.537667	0.666	0
1277	39	0.502333	0.506	0.515667	0.538667	0.668	0
1277	40	0.501333	0.507333	0.514667	0.538333	0.666667	0
1277	41	0.502	0.506	0.515333	0.538333	0.666333	0
1277	42	0.501333	0.506333	0.514333	0.54	0.668333	0
1277	43	0.501667	0.505667	0.515	0.540667	0.668333	0
